"","trial","stimulus","target1","target2","support","endswith","stimcode_target","stimcode_foil","targetUP","targetDOWN","foil","targetwhere","KEY","RT","Accuracy","ID"
"207",45,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"31","tenda","finestra","COTTOLIOLIA","right",2,6796,1,3
"208",46,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"11","tavolo","specchio","CROIETTOLO","left",2,4128,0,3
"209",47,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"36","roccia","tenda","CINCOTTELLA","right",2,4223,1,3
"210",48,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"5","violino","libro","FIONCOLIOLO","left",1,2042,1,3
"211",49,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"2","vaso","violino","FIORECCIANDOLO","right",2,4088,1,3
"212",50,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"23","libro","specchio","GRAMINELLO","left",1,3557,1,3
"213",51,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"10","tramonto","tavolo","FIORISITOLO","right",1,2575,0,3
"214",52,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"18","giacca","acqua","POZZONELLA","left",1,4540,1,3
"215",53,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"19","bambola","torta","TERNOTELLA","right",2,2563,1,3
"216",54,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"15","torta","finestra","POZZANELLA","right",1,3013,0,3
"217",55,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"31","prato","tavolo","VISUONDOLO","left",1,3883,1,3
"218",56,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"37","tenda","camera","PANCOTTELLA","right",2,2508,1,3
"219",57,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"33","camera","acqua","MURANTURIA","right",2,2362,1,3
"220",58,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"39","piazza","insalata","SICCOTTELA","left",2,4954,0,3
"221",59,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"9","fazzoletto","specchio","SEDINOCCIO","left",1,3019,1,3
"222",60,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"41","acqua","piazza","BANDINAIA","left",1,1850,1,3
"223",61,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"15","martello","libro","MUSTONCELLO","right",1,4339,0,3
"224",62,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"14","insalata","roccia","CLIETTOLA","left",1,2818,1,3
"225",63,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"6","scarpa","torta","LAVESCIA","right",2,3607,1,3
"226",64,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"8","albero","specchio","FIORARIOLO","right",2,3860,1,3
"227",65,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"42","insalata","torta","SDRAIATURA","left",1,3227,1,3
"228",66,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"8","camera","scarpa","CLIETTONDOLA","right",1,3153,0,3
"229",67,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"35","fazzoletto","albero","SPURIALLIO","left",1,2759,1,3
"230",68,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"4","specchio","prato","FIOTTINO","right",1,2841,0,3
"231",69,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"1","acqua","tenda","IDRACIOLA","right",1,1734,0,3
"232",70,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"45","scarpa","finestra","RETTIELLIA","right",2,2096,1,3
"233",71,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"28","vaso","tavolo","RABELLIMENTO","left",2,2964,0,3
"234",72,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"25","martello","violino","CIGOLITELLO","right",2,2532,1,3
"235",73,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"23","finestra","acqua","IMMONTURA","right",2,2151,1,3
"236",74,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"7","libro","albero","ARMORICELLO","right",1,4033,0,3
"237",75,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"24","martello","specchio","PARTONCELLO","right",2,2412,1,3
"238",76,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"12","prato","martello","SUONANNARIO","right",2,2686,1,3
"239",77,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"6","fazzoletto","prato","FIORICELLO","right",1,2637,0,3
"240",78,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"28","torta","acqua","CAMATINCIA","right",2,2100,1,3
"241",79,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"35","tenda","torta","GIAPRIATOLA","left",1,2292,1,3
"242",80,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"18","tavolo","albero","NARAMPICOLO","left",1,2218,1,3
"243",81,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"22","giacca","torta","GIUBBIATINA","left",2,1523,0,3
"244",1,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"34","libro","specchio","PICATTOLO","left",1,7099,1,4
"245",2,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"9","libro","vaso","SEDINOCCIO","left",1,4037,1,4
"246",3,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"11","camera","piazza","GIUBBITINA","right",1,3987,0,4
"247",4,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"31","scarpa","camera","COTTOLIOLIA","right",1,7282,0,4
"248",5,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"25","violino","vaso","CIGOLITELLO","left",1,3970,1,4
"249",6,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"33","tramonto","tavolo","RAPALINCIO","left",2,3417,0,4
"250",7,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"7","albero","specchio","ARMORICELLO","right",2,3623,1,4
"251",8,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"40","finestra","torta","ARMONTURIA","right",2,2387,1,4
"252",9,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"18","prato","martello","NARAMPICOLO","right",1,5410,0,4
"253",10,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"8","camera","giacca","CLIETTONDOLA","left",1,3177,1,4
"254",11,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"12","fazzoletto","vaso","SUONANNARIO","right",2,1985,1,4
"255",12,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"24","giacca","piazza","GHIANCIOLA","left",1,6817,1,4
"256",13,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"8","libro","martello","FIORARIOLO","right",2,2684,1,4
"257",14,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"28","scarpa","finestra","CAMATINCIA","left",1,5649,1,4
"258",15,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"29","camera","tenda","IDRANDINA","left",1,4577,1,4
"259",16,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"3","acqua","tenda","IDRANGIA","left",2,2521,0,4
"260",17,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"26","giacca","scarpa","IDRATOLANA","left",1,4540,1,4
"261",18,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"35","vaso","martello","SPURIALLIO","right",1,4076,0,4
"262",19,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"22","tavolo","albero","LUMERSTERSIMO","left",1,3030,1,4
"263",20,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"3","vaso","albero","SGUARELLIO","right",2,3333,1,4
"264",21,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"13","tramonto","libro","SUONACARIO","left",1,3910,1,4
"265",22,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"27","finestra","piazza","POLIETTOLA","right",2,3111,1,4
"266",23,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"10","scarpa","tenda","VESTINETTA","right",1,2241,0,4
"267",24,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"45","roccia","acqua","RETTIELLIA","right",2,1952,1,4
"268",25,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"35","insalata","acqua","GIAPRIATOLA","right",2,5553,1,4
"269",26,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"15","bambola","roccia","POZZANELLA","left",1,5113,1,4
"270",27,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"11","violino","tavolo","CROIETTOLO","right",2,5897,1,4
"271",28,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"5","giacca","finestra","FRICOTTELA","left",1,7099,1,4
"272",29,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"20","scarpa","acqua","GOCCOTTELLA","right",2,4963,1,4
"273",30,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"39","bambola","giacca","SICCOTTELA","left",1,3049,1,4
"274",31,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"42","acqua","finestra","SDRAIATURA","left",1,2126,1,4
"275",32,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"7","torta","acqua","CENSARELLINA","right",2,3120,1,4
"276",33,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"13","giacca","acqua","GIUBBIATURA","left",1,2834,1,4
"277",34,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"4","camera","acqua","ERRACIOLINA","left",1,2600,1,4
"278",35,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"18","insalata","camera","POZZONELLA","left",1,3312,1,4
"279",36,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"10","violino","libro","FIORISITOLO","left",1,5417,1,4
"280",37,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"2","piazza","acqua","VESTOLETTA","left",1,1594,1,4
"281",38,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"43","piazza","insalata","SDRANZIA","right",1,3292,0,4
"282",39,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"14","tenda","roccia","CLIETTOLA","right",1,4673,0,4
"283",40,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"6","fazzoletto","albero","FIORICELLO","right",2,4228,1,4
"284",41,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"19","scarpa","roccia","TERNOTELLA","left",2,2611,0,4
"285",42,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"16","bambola","torta","PALCAVERIA","left",1,3487,1,4
"286",43,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"26","prato","libro","SDRAIOLIO","right",1,5675,0,4
"287",44,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"33","torta","scarpa","MURANTURIA","right",2,5348,1,4
"288",45,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"44","tenda","torta","SENDINAIA","left",2,2779,0,4
"289",46,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"12","finestra","insalata","MURICATTOLA","left",1,3226,1,4
"290",47,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"32","tavolo","muro","SDRAIARELLO","right",2,7592,1,4
"291",48,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"1","libro","albero","FIORINELLO","right",1,5211,0,4
"292",49,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"17","fazzoletto","specchio","CERBOSCELLO","right",1,6464,0,4
"293",50,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"15","albero","tramonto","MUSTONCELLO","left",1,6346,1,4
"294",51,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"17","roccia","finestra","CAPPETTELLA","left",2,3659,0,4
"295",52,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"23","insalata","torta","IMMONTURA","left",1,5075,1,4
"296",53,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"34","torta","piazza","CLICCATTOLA","left",2,4405,0,4
"297",54,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"22","insalata","giacca","GIUBBIATINA","left",2,2555,0,4
"298",55,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"5","prato","specchio","FIONCOLIOLO","right",2,2676,1,4
"299",56,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"14","tavolo","specchio","ROSCESCOLO","right",1,1958,0,4
"300",57,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"31","fazzoletto","prato","VISUONDOLO","right",2,1849,1,4
"301",58,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"27","violino","albero","SUONCOLLO","right",1,3167,0,4
"302",59,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"37","tenda","finestra","PANCOTTELLA","left",2,4072,0,4
"303",60,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"24","tramonto","vaso","PARTONCELLO","left",1,1994,1,4
"304",61,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"41","finestra","camera","BANDINAIA","right",2,14410,1,4
"305",62,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"36","roccia","torta","CINCOTTELLA","left",2,4456,0,4
"306",63,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"30","torta","camera","APRIATTOLA","right",1,2483,0,4
"307",64,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"21","roccia","piazza","FRIGLIANZA","left",2,2320,0,4
"308",65,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"38","camera","roccia","SICCOTTELLA","left",2,3449,0,4
"309",66,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"36","prato","vaso","FIOCOSCRIO","right",1,1655,0,4
"310",67,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"16","violino","prato","ROCCERIOLO","left",1,8412,1,4
"311",68,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"30","muro","specchio","SDRANGOLIO","right",1,3678,0,4
"312",69,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"25","torta","giacca","BANCOTTINA","left",1,2713,1,4
"313",70,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"32","insalata","tenda","POZZETTERIA","left",1,3772,1,4
"314",71,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"19","tavolo","prato","SUONANELLO","left",1,3596,1,4
"315",72,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"9","tenda","giacca","COSTRELLINA","left",1,1386,1,4
"316",73,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"29","violino","tramonto","SPALENTOLO","left",1,1904,1,4
"317",74,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"2","violino","martello","FIORECCIANDOLO","left",1,2685,1,4
"318",75,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"1","roccia","insalata","IDRACIOLA","left",1,3914,1,4
"319",76,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"20","specchio","violino","SRADINELLO","left",1,2027,1,4
"320",77,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"6","piazza","tenda","LAVESCIA","right",2,4210,1,4
"321",78,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"21","fazzoletto","tavolo","SUONISCRIO","left",1,2446,1,4
"322",79,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"28","vaso","tavolo","RABELLIMENTO","right",1,2363,0,4
"323",80,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"4","martello","specchio","FIOTTINO","right",2,3221,1,4
"324",81,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"23","albero","prato","GRAMINELLO","left",1,2916,1,4
"325",1,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"23","roccia","camera","IMMONTURA","left",2,8950,0,5
"326",2,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"35","prato","tavolo","SPURIALLIO","left",2,4132,0,5
"327",3,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"39","piazza","giacca","SICCOTTELA","right",2,4525,1,5
"328",4,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"11","piazza","insalata","GIUBBITINA","left",1,5829,1,5
"329",5,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"14","roccia","tenda","CLIETTOLA","left",1,2677,1,5
"330",6,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"40","torta","giacca","ARMONTURIA","left",2,3668,0,5
"331",7,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"12","violino","tavolo","SUONANNARIO","left",1,3159,1,5
"332",8,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"5","finestra","giacca","FRICOTTELA","left",1,4716,1,5
"333",9,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"3","acqua","tenda","IDRANGIA","left",1,1987,1,5
"334",10,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"17","vaso","albero","CERBOSCELLO","right",2,2981,1,5
"335",11,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"14","specchio","fazzoletto","ROSCESCOLO","right",2,2991,1,5
"336",12,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"6","finestra","insalata","LAVESCIA","left",2,1981,0,5
"337",13,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"4","torta","piazza","ERRACIOLINA","left",2,2075,0,5
"338",14,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"20","insalata","giacca","GOCCOTTELLA","left",1,1818,1,5
"339",15,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"37","acqua","giacca","PANCOTTELLA","left",2,3509,0,5
"340",16,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"18","tenda","piazza","POZZONELLA","left",1,4548,1,5
"341",17,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"33","torta","scarpa","MURANTURIA","left",1,4725,1,5
"342",18,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"9","specchio","prato","SEDINOCCIO","right",2,2377,1,5
"343",19,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"16","fazzoletto","albero","ROCCERIOLO","right",1,1998,0,5
"344",20,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"1","tramonto","albero","FIORINELLO","right",2,1871,1,5
"345",21,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"17","tenda","camera","CAPPETTELLA","right",2,2109,1,5
"346",22,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"2","muro","specchio","FIORECCIANDOLO","right",2,1407,1,5
"347",23,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"8","bambola","roccia","CLIETTONDOLA","right",2,1643,1,5
"348",24,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"34","piazza","camera","CLICCATTOLA","left",2,2436,0,5
"349",25,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"28","muro","tavolo","RABELLIMENTO","left",2,1487,0,5
"350",26,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"26","libro","martello","SDRAIOLIO","left",1,2184,1,5
"351",27,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"26","roccia","piazza","IDRATOLANA","right",2,1212,1,5
"352",28,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"30","finestra","acqua","APRIATTOLA","left",1,1418,1,5
"353",29,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"21","specchio","violino","SUONISCRIO","left",1,1945,1,5
"354",30,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"9","tenda","giacca","COSTRELLINA","right",2,2139,1,5
"355",31,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"13","tramonto","libro","SUONACARIO","left",1,1483,1,5
"356",32,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"5","libro","violino","FIONCOLIOLO","left",1,1723,1,5
"357",33,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"27","torta","tenda","POLIETTOLA","left",2,1459,0,5
"358",34,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"18","specchio","martello","NARAMPICOLO","right",2,1593,1,5
"359",35,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"19","violino","albero","SUONANELLO","left",2,3518,0,5
"360",36,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"38","insalata","camera","SICCOTTELLA","right",1,4194,0,5
"361",37,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"24","torta","finestra","GHIANCIOLA","right",2,1510,1,5
"362",38,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"43","giacca","bambola","SDRANZIA","left",2,2600,0,5
"363",39,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"28","acqua","scarpa","CAMATINCIA","right",2,1594,1,5
"364",40,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"15","acqua","piazza","POZZANELLA","left",1,1713,1,5
"365",41,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"22","albero","tavolo","LUMERSTERSIMO","right",2,1440,1,5
"366",42,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"2","camera","giacca","VESTOLETTA","right",2,1313,1,5
"367",43,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"21","scarpa","tenda","FRIGLIANZA","right",2,2889,1,5
"368",44,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"3","vaso","prato","SGUARELLIO","right",2,1376,1,5
"369",45,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"13","insalata","tenda","GIUBBIATURA","right",2,1250,1,5
"370",46,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"45","insalata","torta","RETTIELLIA","left",1,1705,1,5
"371",47,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"33","prato","violino","RAPALINCIO","left",1,1501,1,5
"372",48,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"32","fazzoletto","tavolo","SDRAIARELLO","left",2,1690,0,5
"373",49,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"11","martello","prato","CROIETTOLO","left",1,1848,1,5
"374",50,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"36","specchio","albero","FIOCOSCRIO","left",2,3186,0,5
